fuente,ruta_completa,ruta_relativa,nombre_archivo,extension,tamano_kb,folio_principal,folios_multiples,n_folios_detectados,categoria,folio_match,n_matches
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\22 58899 COMITE DE HORT GM DE PUERTO IBAÑEZ  OK\Escaneado\Memo Daf.pdf,15. Aysén\12. Cierre\Rendiciones\22 58899 COMITE DE HORT GM DE PUERTO IBAÑEZ  OK\Escaneado\Memo Daf.pdf,Memo Daf.pdf,.pdf,29.7,58899,,1,rendicion,58899,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\22 58899 COMITE DE HORT GM DE PUERTO IBAÑEZ  OK\Escaneado\Rendicion financiera.pdf,15. Aysén\12. Cierre\Rendiciones\22 58899 COMITE DE HORT GM DE PUERTO IBAÑEZ  OK\Escaneado\Rendicion financiera.pdf,Rendicion financiera.pdf,.pdf,1321.5,58899,,1,rendicion,58899,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\01102022-DSC_0031.jpg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\01102022-DSC_0031.jpg",01102022-DSC_0031.jpg,.jpg,15037.5,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\01102022-DSC_0044.jpg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\01102022-DSC_0044.jpg",01102022-DSC_0044.jpg,.jpg,15367.4,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\01102022-DSC_0124.jpg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\01102022-DSC_0124.jpg",01102022-DSC_0124.jpg,.jpg,9652.5,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\02102022-DSC_0130.jpg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\02102022-DSC_0130.jpg",02102022-DSC_0130.jpg,.jpg,10981.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\Artesan+¡a en arcilla.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\Artesan+¡a en arcilla.pdf",Artesan+¡a en arcilla.pdf,.pdf,69679.9,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\Foto Collage de Taller Art+¡stico de cer+ímica, Rojo.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\Foto Collage de Taller Art+¡stico de cer+ímica, Rojo.pdf","Foto Collage de Taller Art+¡stico de cer+ímica, Rojo.pdf",.pdf,1697.6,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8649.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8649.JPG",IMG_8649.JPG,.jpg,1161.5,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8674.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8674.JPG",IMG_8674.JPG,.jpg,1363.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8687.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8687.JPG",IMG_8687.JPG,.jpg,1234.5,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8697.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8697.JPG",IMG_8697.JPG,.jpg,1016.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8717.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8717.JPG",IMG_8717.JPG,.jpg,823.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8723.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8723.JPG",IMG_8723.JPG,.jpg,1025.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8742.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8742.JPG",IMG_8742.JPG,.jpg,1117.6,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8755.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8755.JPG",IMG_8755.JPG,.jpg,1204.0,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8762.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8762.JPG",IMG_8762.JPG,.jpg,1658.5,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8773.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8773.JPG",IMG_8773.JPG,.jpg,1660.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8846.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8846.JPG",IMG_8846.JPG,.jpg,977.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8848.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8848.JPG",IMG_8848.JPG,.jpg,877.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8850.JPG","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Drive\IMG_8850.JPG",IMG_8850.JPG,.jpg,1023.0,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Boleta electronica.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Boleta electronica.pdf",Boleta electronica.pdf,.pdf,48.1,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Certificado recepcion  rendicion.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Certificado recepcion  rendicion.pdf",Certificado recepcion  rendicion.pdf,.pdf,120.3,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Facturas 1.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Facturas 1.pdf",Facturas 1.pdf,.pdf,820.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Facturas y boletas de honorarios.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Facturas y boletas de honorarios.pdf",Facturas y boletas de honorarios.pdf,.pdf,752.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Facturas.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Facturas.pdf",Facturas.pdf,.pdf,722.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Formulario rendicion financiera.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Formulario rendicion financiera.pdf",Formulario rendicion financiera.pdf,.pdf,567.6,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Memo Daf.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Memo Daf.pdf",Memo Daf.pdf,.pdf,32.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Memos 1.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Escaneado\Memos 1.pdf",Memos 1.pdf,.pdf,491.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\FACTURA COLECTIVO.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\FACTURA COLECTIVO.pdf",FACTURA COLECTIVO.pdf,.pdf,214.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\IMG_20221006_131256.jpg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\IMG_20221006_131256.jpg",IMG_20221006_131256.jpg,.jpg,2569.8,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\IMG_20221024_110024 (1).jpg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\IMG_20221024_110024 (1).jpg",IMG_20221024_110024 (1).jpg,.jpg,2800.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Portafolio ceramica Nadia Licarayén.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Portafolio ceramica Nadia Licarayén.pdf",Portafolio ceramica Nadia Licarayén.pdf,.pdf,7456.4,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\titulo NADIA GOMEZ ARENAS.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\titulo NADIA GOMEZ ARENAS.pdf",titulo NADIA GOMEZ ARENAS.pdf,.pdf,139.6,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Revision Facturas\214.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Revision Facturas\214.pdf",214.pdf,.pdf,97.9,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Revision Facturas\54.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Revision Facturas\54.pdf",54.pdf,.pdf,98.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta\Anexo Presupuesto.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta\Anexo Presupuesto.pdf",Anexo Presupuesto.pdf,.pdf,482.9,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta\Certificado Proveedor  Fact. N°54.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta\Certificado Proveedor  Fact. N°54.pdf",Certificado Proveedor  Fact. N°54.pdf,.pdf,525.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\boletas recibidas octubre colectivo.png","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\boletas recibidas octubre colectivo.png",boletas recibidas octubre colectivo.png,.png,78.5,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\Certificado Proveedor  Fact. N°54.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\Certificado Proveedor  Fact. N°54.pdf",Certificado Proveedor  Fact. N°54.pdf,.pdf,525.7,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\IMG_3756.jpeg","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\IMG_3756.jpeg",IMG_3756.jpeg,.jpeg,1073.2,59994,,1,rendicion,59994,1
convenios,"D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\Recalenzadirazion.pdf","15. Aysén\12. Cierre\Rendiciones\2 59994 Agrup social, cultural y dep colectivo Cheelkenue  OK\Observaciones\Nueva carpeta (2)\Recalenzadirazion.pdf",Recalenzadirazion.pdf,.pdf,262.6,59994,,1,rendicion,59994,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\encuestas\Encuesta de Satisfacción FFOIP 2022 ACHEN (respuestas).pdf,15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\encuestas\Encuesta de Satisfacción FFOIP 2022 ACHEN (respuestas).pdf,Encuesta de Satisfacción FFOIP 2022 ACHEN (respuestas).pdf,.pdf,37.0,58494,,1,rendicion,58494,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\encuestas\Encuesta de Satisfacción FFOIP 2022 ACHEN.pdf,15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\encuestas\Encuesta de Satisfacción FFOIP 2022 ACHEN.pdf,Encuesta de Satisfacción FFOIP 2022 ACHEN.pdf,.pdf,1157.9,58494,,1,rendicion,58494,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Certificado recepcion rendicion.pdf,15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Certificado recepcion rendicion.pdf,Certificado recepcion rendicion.pdf,.pdf,80.0,58494,,1,rendicion,58494,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Facturas.pdf,15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Facturas.pdf,Facturas.pdf,.pdf,7589.8,58494,,1,rendicion,58494,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Formulario de rendición.pdf,15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Formulario de rendición.pdf,Formulario de rendición.pdf,.pdf,6184.9,58494,,1,rendicion,58494,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Memos Daf.pdf,15. Aysén\12. Cierre\Rendiciones\18 58494 JUNTA DE VECINOS ACHEN AMPLIACIÓN PABLO NERUDA   OK\Escaneado\Memos Daf.pdf,Memos Daf.pdf,.pdf,28.3,58494,,1,rendicion,58494,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Certificado Recepcion Financiera.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Certificado Recepcion Financiera.pdf,Certificado Recepcion Financiera.pdf,.pdf,117.3,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\F29.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\F29.pdf,F29.pdf,.pdf,176.6,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Facturas y Boletas.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Facturas y Boletas.pdf,Facturas y Boletas.pdf,.pdf,525.7,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Formulario Rendicion Financiera.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Formulario Rendicion Financiera.pdf,Formulario Rendicion Financiera.pdf,.pdf,695.0,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Memo Daf.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Memo Daf.pdf,Memo Daf.pdf,.pdf,31.8,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Verificadores.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Escaneado\Verificadores.pdf,Verificadores.pdf,.pdf,2128.7,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Boleta 41.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Boleta 41.pdf,Boleta 41.pdf,.pdf,118.4,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Boleta 42.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Boleta 42.pdf,Boleta 42.pdf,.pdf,113.8,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Factura 15.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Factura 15.pdf,Factura 15.pdf,.pdf,99.2,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Factura 16.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Factura 16.pdf,Factura 16.pdf,.pdf,99.2,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Factura 571.pdf,15. Aysén\12. Cierre\Rendiciones\17 60001 Fundación Raíces Vivas  OK\Revision Facturas\Factura 571.pdf,Factura 571.pdf,.pdf,98.1,60001,,1,rendicion,60001,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Certificado recepcion rendicion.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Certificado recepcion rendicion.pdf,Certificado recepcion rendicion.pdf,.pdf,114.9,59478,,1,rendicion,59478,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Facturas.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Facturas.pdf,Facturas.pdf,.pdf,121.9,59478,,1,rendicion,59478,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Formulario Rendicion Financiera.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Formulario Rendicion Financiera.pdf,Formulario Rendicion Financiera.pdf,.pdf,684.1,59478,,1,rendicion,59478,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Memos Daf.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Memos Daf.pdf,Memos Daf.pdf,.pdf,29.3,59478,,1,rendicion,59478,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Memos.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Memos.pdf,Memos.pdf,.pdf,1539.8,59478,,1,rendicion,59478,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Rendicion Facturas.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Rendicion Facturas.pdf,Rendicion Facturas.pdf,.pdf,1441.3,59478,,1,rendicion,59478,1
convenios,D:\Downloads\convenios y cierres\15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Seguimientos.pdf,15. Aysén\12. Cierre\Rendiciones\13 59478 TALLER ART CAMPESINO S Y C RAICES DE MAÑIHUALES  OK\Escaneado\Seguimientos.pdf,Seguimientos.pdf,.pdf,1532.4,59478,,1,rendicion,59478,1
